ID_MOVIE,ID_USER,RATING,RATING_DATE
962,383247,5,03/02/2005
962,386915,4,27/05/2005
962,387418,1,08/02/2004
962,389872,2,09/08/2005
962,396595,5,13/02/2005
962,400162,5,8/11/2004
962,401047,4,03/06/2005
962,402266,5,16/10/2004
962,406057,4,27/09/2004
962,411705,4,11/05/2004
962,421374,5,17/11/2004
962,427928,4,26/02/2004
962,433945,5,6/11/2004
962,435841,3,19/09/2005
962,437111,4,27/06/2005
962,437881,3,17/11/2004
962,444411,3,05/09/2004
962,448902,5,20/07/2005
962,453694,5,21/07/2004
962,466135,4,13/07/2004
962,470232,4,08/04/2004
962,470861,5,28/06/2004
962,473070,5,06/04/2005
962,479924,5,02/08/2005
962,485622,5,01/08/2005
962,491531,5,17/02/2005
962,492291,3,06/06/2005
962,493009,4,27/03/2005
962,493945,5,12/04/2005
962,494609,4,8/12/2004
962,496087,2,25/04/2004
962,498469,5,22/03/2005
962,504620,2,12/08/2005
962,508727,3,11/07/2004
962,514495,4,13/04/2005
962,515436,1,13/02/2005
962,519684,5,25/07/2005
962,520386,3,25/10/2005
962,525356,2,11/07/2004
962,530789,5,29/03/2005
962,535396,2,03/02/2005
962,543865,4,28/05/2004
962,544833,3,27/09/2005
962,547732,3,11/06/2005
962,548064,5,2/12/2005
962,558634,4,14/12/2004
962,563962,5,9/11/2005
962,565041,4,23/08/2004
962,568930,5,02/05/2005
962,573434,4,26/05/2004
962,573537,4,03/02/2005
962,584542,5,01/02/2005
962,593225,3,11/07/2004
962,595778,3,03/03/2004
962,596533,5,20/03/2005
962,596728,2,26/04/2004
962,608234,5,25/02/2005
962,608576,4,19/03/2005
962,623036,5,16/05/2005
962,624035,5,19/02/2004
962,636262,1,26/09/2005
962,638020,3,10/08/2005
962,638824,5,19/05/2004
962,640588,4,06/09/2004
962,642036,3,21/09/2005
962,646098,4,19/07/2004
962,652324,3,15/04/2004
962,659505,4,16/05/2005
962,660499,1,08/07/2005
962,661344,3,16/03/2005
962,662870,5,24/08/2005
962,667730,5,26/05/2005
962,682963,3,21/06/2005
962,684876,4,1/11/2005
962,685113,4,24/10/2005
962,685565,5,26/09/2005
962,691108,4,27/02/2005
962,700890,5,06/05/2004
962,701960,5,29/04/2005
962,706832,4,06/05/2005
962,712609,4,20/03/2005
962,712610,4,27/04/2005
962,716874,5,06/05/2005
962,722591,5,08/03/2004
962,729846,4,09/08/2005
962,732936,5,24/04/2005
962,740495,4,05/02/2005
962,741245,4,28/06/2005
962,743633,4,09/08/2005
962,752642,3,24/02/2004
962,758850,4,21/09/2004
962,758937,4,24/10/2005
962,765860,4,13/06/2005
962,766489,3,1/10/2005
962,767518,5,02/08/2005
962,769643,1,18/11/2004
962,782308,5,02/07/2004
962,786312,3,16/11/2004
962,793564,4,19/04/2004
962,799442,4,21/11/2005
962,804919,4,10/06/2004
962,808731,4,31/10/2005
962,810700,5,31/08/2004
962,811790,5,02/09/2005
962,814701,5,29/09/2005
962,818416,3,27/07/2005
962,822109,5,13/05/2005
962,823519,3,03/05/2004
962,828410,4,03/01/2005
962,831775,4,15/10/2005
962,831869,4,02/06/2005
962,835265,4,01/09/2005
962,837756,5,26/10/2004
962,850327,5,18/09/2005
962,863302,4,19/08/2004
962,872408,4,26/08/2005
962,874943,5,22/03/2005
962,880166,5,12/07/2005
962,881346,5,7/11/2005
962,883478,4,16/12/2005
962,885013,4,19/10/2005
962,885165,4,02/06/2005
962,890669,4,2/11/2005
962,893742,4,27/04/2005
962,893988,3,17/11/2005
962,907623,3,11/05/2004
962,921487,2,19/07/2004
962,936396,2,09/02/2004
962,946102,5,02/02/2005
962,972136,3,20/06/2005
962,978412,5,02/07/2005
962,984369,3,25/08/2005
962,991423,4,24/10/2004
962,998236,5,23/06/2004
962,1001779,4,09/09/2005
962,1005769,5,28/09/2004
962,1008986,4,25/10/2004
962,1009622,1,19/01/2005
962,1011918,4,28/05/2005
962,1017324,4,05/04/2005
962,1022254,5,15/09/2004
962,1025798,3,02/09/2005
962,1027056,3,3/12/2005
962,1033930,3,11/08/2005
962,1046882,3,12/08/2004
962,1059319,3,10/10/2005
962,1060658,3,23/03/2005
962,1066317,4,07/05/2004
962,1073367,3,25/07/2005
962,1077982,4,16/03/2004
962,1080361,3,28/03/2005
962,1086360,3,10/03/2005
962,1086807,3,28/12/2004
962,1100940,1,24/10/2005
962,1107588,1,22/02/2004
962,1107678,5,15/03/2005
962,1113230,3,04/05/2005
962,1116065,1,03/05/2005
962,1116080,5,08/08/2005
962,1117062,4,07/07/2005
962,1122383,3,22/10/2004
962,1123959,3,05/01/2005
962,1125499,5,31/01/2005
962,1125797,3,05/07/2004
962,1133214,4,07/03/2004
962,1133763,3,15/05/2005
962,1137010,4,5/10/2004
962,1140108,4,20/09/2005
962,1141189,4,15/12/2004
962,1148389,4,03/04/2004
962,1149588,4,13/12/2005
962,1155602,3,05/07/2005
962,1155747,3,03/07/2005
962,1158759,4,13/06/2004
962,1159695,4,15/02/2005
962,1168571,5,14/09/2005
962,1178171,4,01/07/2004
962,1181170,3,08/09/2004
962,1181550,3,01/02/2004
962,1182185,4,6/10/2005
962,1188228,2,5/12/2004
962,1190829,4,10/02/2004
962,1196100,4,30/10/2004
962,1201176,4,02/05/2005
962,1209119,4,23/03/2004
962,1209954,5,09/05/2005
962,1215397,5,19/07/2005
962,1227322,4,06/02/2004
962,1228324,4,12/11/2005
962,1245176,4,27/07/2004
962,1245406,4,30/12/2004
962,1245640,3,19/12/2005
962,1247177,3,4/12/2005
962,1248029,3,22/04/2004
962,1254683,1,13/02/2004
962,1255780,5,28/03/2005
962,1273630,4,08/09/2005
962,1274780,3,11/10/2004
962,1278488,4,27/04/2005
962,1283117,5,18/03/2005
962,1283744,3,17/04/2004
962,1287892,4,17/05/2005
962,1294335,2,22/09/2004
962,1308744,5,29/10/2005
962,1311231,3,30/03/2004
962,1313126,5,27/04/2005
962,1342007,3,16/07/2004
962,1343170,5,26/02/2005
962,1346257,3,23/08/2005
962,1346432,4,15/11/2005
962,1347129,4,24/01/2005
962,1348967,2,21/06/2004
962,1357013,3,2/10/2004
962,1357894,3,09/09/2004
962,1364481,4,29/05/2004
962,1366860,4,26/01/2004
962,1374216,2,23/09/2005
962,1388284,5,21/12/2004
962,1394012,5,19/12/2005
962,1398076,4,02/07/2004
962,1398626,2,3/12/2004
962,1403184,3,12/11/2005
962,1406595,4,27/08/2005
962,1415954,2,14/02/2005
962,1421006,3,03/08/2005
962,1424199,5,08/08/2005
962,1426604,4,01/09/2005
962,1430587,4,18/05/2005
962,1434636,3,01/05/2004
962,1435717,5,11/08/2005
962,1443203,4,22/05/2005
962,1447104,3,28/08/2004
962,1450941,5,13/09/2005
962,1455257,4,17/09/2004
962,1458179,4,26/01/2005
962,1462072,5,22/06/2005
962,1462866,2,9/10/2004
962,1481961,2,24/05/2005
962,1488844,3,06/09/2005
962,1493615,5,23/05/2005
962,1493697,1,1/11/2005
962,1494196,5,29/02/2004
962,1503895,4,19/05/2005
962,1508350,4,27/06/2005
962,1508526,3,25/07/2004
962,1512406,1,3/10/2005
962,1515355,3,12/05/2004
962,1522799,4,19/10/2004
962,1524343,5,24/03/2005
962,1524964,3,19/04/2005
962,1535440,4,18/08/2005
962,1537427,4,29/03/2004
962,1546549,5,20/07/2004
962,1547173,3,18/11/2005
962,1550216,1,07/02/2005
962,1554712,5,27/10/2004
962,1558286,3,15/03/2005
962,1559445,5,08/06/2005
962,1562707,1,25/07/2005
962,1563530,4,18/08/2004
962,1564395,4,09/07/2005
962,1565175,5,10/08/2004
962,1567167,4,11/09/2005
962,1567202,2,01/03/2004
962,1569513,3,26/02/2004
962,1578279,1,19/05/2005
962,1596531,5,23/01/2004
962,1600207,5,17/04/2004
962,1602153,4,13/06/2005
962,1603525,3,13/10/2004
962,1604238,4,02/06/2005
962,1604707,4,17/10/2005
962,1605780,4,17/09/2004
962,1645794,4,05/04/2005
962,1647618,4,27/08/2005
962,1653834,4,22/08/2004
962,1654508,3,25/04/2005
962,1655178,4,26/08/2004
962,1658790,3,23/06/2005
962,1664010,5,12/10/2005
962,1665054,4,06/07/2005
962,1682104,4,30/08/2005
962,1682651,4,02/05/2005
962,1686060,5,21/03/2004
962,1694083,4,3/10/2005
962,1696031,4,25/01/2005
962,1711859,4,08/05/2005
962,1714116,3,09/08/2005
962,1719610,2,19/08/2005
962,1723381,5,30/08/2005
962,1727869,5,11/07/2005
962,1739170,5,19/09/2005
962,1743210,5,22/09/2005
962,1751103,4,05/08/2004
962,1763921,5,10/05/2004
962,1772176,3,27/09/2005
962,1772839,5,19/09/2005
962,1774623,4,23/11/2005
962,1776980,5,13/10/2005
962,1777406,3,02/01/2005
962,1779903,4,04/06/2005
962,1782762,4,19/01/2005
962,1790158,4,17/05/2005
962,1790903,4,23/04/2005
962,1792741,2,09/02/2004
962,1805202,4,3/10/2005
962,1806515,3,29/09/2005
962,1815755,5,20/07/2004
962,1817215,4,01/09/2005
962,1819146,5,15/08/2005
962,1819474,3,03/04/2004
962,1823641,5,29/03/2004
962,1824044,4,29/04/2004
962,1824586,4,03/03/2005
962,1834590,3,05/02/2005
962,1838912,3,8/11/2005
962,1839976,2,31/03/2004
962,1842128,4,09/05/2004
962,1850615,2,12/07/2005
962,1852606,4,23/07/2004
962,1862581,4,08/06/2004
962,1871179,3,8/12/2004
962,1873429,4,27/10/2005
962,1874547,4,11/08/2004
962,1876297,5,19/05/2005
962,1877347,4,13/07/2005
962,1878798,4,11/01/2005
962,1884755,2,15/11/2004
962,1904905,4,13/05/2005
962,1905581,5,16/08/2005
962,1906145,4,19/07/2005
962,1910569,4,12/04/2004
962,1918987,4,10/07/2005
962,1922925,4,03/04/2004
962,1926776,1,5/10/2005
962,1927580,4,8/11/2004
962,1935793,1,18/04/2005
962,1943970,5,20/09/2004
962,1952116,4,28/04/2005
962,1961619,5,01/06/2005
962,1962300,3,22/06/2005
962,1972040,4,02/06/2005
962,1981464,4,16/08/2005
962,1989766,4,08/07/2005
962,1994111,4,11/01/2005
962,2005193,4,17/11/2005
962,2010770,4,30/12/2004
962,2011399,5,08/08/2005
962,2013504,4,10/08/2005
962,2016488,4,22/11/2004
962,2025883,5,24/03/2005
962,2031093,4,30/06/2005
962,2040859,1,23/11/2004
962,2047577,3,27/05/2005
962,2054145,3,28/07/2005
962,2054180,3,09/07/2004
962,2056022,3,22/11/2004
962,2060858,4,09/05/2005
962,2078679,5,07/01/2005
962,2088415,4,01/02/2005
962,2090477,4,28/06/2005
962,2093105,3,17/06/2004
962,2095681,2,29/10/2005
962,2112162,4,14/10/2005
962,2118461,5,24/10/2005
962,2126192,3,16/04/2004
962,2148699,2,05/06/2004
962,2151149,4,13/01/2005
962,2162676,3,01/08/2005
962,2165002,4,06/04/2004
962,2179073,3,29/08/2004
962,2191781,1,03/04/2005
962,2207647,4,12/08/2004
962,2207774,5,06/06/2005
962,2217779,4,14/02/2005
962,2226525,4,08/02/2005
962,2233105,4,08/09/2005
962,2234063,4,11/05/2005
962,2238063,3,11/05/2005
962,2239213,3,24/08/2005
962,2242821,5,29/08/2005
962,2244518,5,15/09/2004
962,2255037,3,01/06/2004
962,2256485,1,19/08/2004
962,2260684,4,8/11/2004
962,2263586,4,20/08/2004
962,2268101,4,28/10/2005
962,2269844,5,2/11/2005
962,2275470,2,5/10/2005
962,2277395,4,09/03/2004
962,2279000,3,18/02/2005
962,2283366,3,27/12/2004
962,2287003,5,20/12/2004
962,2289956,5,29/04/2004
962,2291306,1,01/03/2004
962,2291422,1,28/08/2005
962,2305014,5,31/08/2004
962,2315073,4,24/03/2004
962,2322840,3,12/07/2005
962,2329565,4,19/01/2005
962,2333817,3,22/10/2004
962,2354601,5,10/12/2005
962,2354740,5,05/05/2005
962,2374451,4,05/06/2005
962,2380806,5,06/09/2005
962,2380848,5,11/01/2005
962,2381599,3,12/09/2005
962,2385774,3,07/04/2004
962,2389367,1,01/07/2004
962,2390644,3,06/09/2004
962,2413320,4,06/02/2004
962,2419258,4,12/08/2005
962,2421360,5,19/10/2005
962,2421815,2,26/02/2004
962,2423091,3,12/09/2005
962,2430356,4,15/07/2004
962,2439493,1,06/02/2004
962,2444240,3,14/08/2005
962,2450433,3,08/01/2005
962,2451020,4,14/09/2004
962,2464081,4,22/01/2005
962,2465337,3,04/04/2005
962,2472440,3,13/08/2005
962,2475251,4,25/08/2005
962,2477242,5,30/01/2005
962,2488120,5,20/09/2005
962,2491785,5,09/05/2005
962,2497991,4,07/07/2005
962,2508819,3,18/05/2004
962,2529547,5,18/11/2005
962,2530404,3,01/05/2004
962,2537076,4,17/10/2005
962,2537543,5,26/10/2005
962,2539549,3,23/02/2005
962,2544219,5,20/11/2005
962,2554942,4,3/10/2005
962,2563596,4,04/04/2004
962,2563768,3,04/07/2005
962,2564257,3,27/11/2005
962,2565654,5,15/11/2004
962,2565752,4,10/12/2004
962,2566259,5,06/04/2005
962,2569099,1,16/08/2005
962,2576424,4,10/08/2005
962,2583822,5,17/08/2005
962,2584676,3,06/08/2005
962,2588432,3,31/03/2005
962,2590061,3,12/08/2004
962,2603381,5,29/11/2005
962,2605190,5,5/11/2005
962,2607300,3,25/07/2005
962,2609436,4,9/11/2004
962,2618594,4,27/07/2004
962,2625019,3,12/09/2005
962,2630337,5,10/03/2005
962,2630797,5,9/12/2005
962,2631796,4,27/09/2005
962,2635437,4,19/12/2004
962,2647871,4,30/12/2005
2838,11409,5,13/01/2005
2838,41422,4,11/09/2005
2838,65932,3,19/07/2005
2838,69809,5,08/04/2005
2838,105086,5,20/09/2005
2838,183903,5,30/01/2005
2838,193476,5,23/03/2005
2838,196494,5,3/10/2005
2838,219925,4,18/04/2005
2838,220427,4,05/05/2005
2838,222290,4,14/03/2005
2838,236271,2,21/06/2005
2838,247898,5,15/07/2005
2838,261764,1,10/11/2005
2838,268917,2,03/06/2005
2838,305344,1,16/10/2004
2838,311232,2,28/06/2005
2838,348960,1,07/09/2005
2838,349407,5,02/01/2005
2838,387418,1,19/11/2004
2838,391517,4,16/05/2005
2838,392722,4,10/12/2004
2838,402321,4,18/04/2005
2838,412535,4,23/05/2005
2838,426476,5,10/05/2005
2838,468713,5,18/07/2005
2838,494639,2,26/09/2005
2838,503334,4,25/11/2005
2838,507603,1,23/07/2005
2838,515436,1,13/02/2005
2838,521932,4,11/01/2005
2838,526466,4,05/03/2005
2838,527491,4,30/07/2005
2838,573975,3,21/07/2005
2838,584750,3,27/11/2005
2838,618272,1,14/08/2005
2838,630887,5,20/01/2005
2838,636262,1,23/08/2005
2838,715897,5,18/10/2005
2838,748922,5,05/07/2005
2838,785768,3,19/04/2005
2838,803752,3,17/11/2004
2838,810636,4,25/04/2005
2838,828919,5,18/12/2004
2838,845529,5,26/04/2005
2838,970975,3,02/09/2005
2838,977632,4,12/11/2004
2838,988104,3,23/05/2005
2838,995594,5,19/01/2005
2838,998862,4,13/11/2004
2838,1013802,1,30/05/2005
2838,1025193,5,07/07/2005
2838,1025601,5,9/11/2005
2838,1078701,4,12/10/2005
2838,1129620,3,03/09/2005
2838,1131325,2,14/11/2005
2838,1167731,4,07/06/2005
2838,1172326,5,18/06/2005
2838,1176404,4,23/02/2005
2838,1190070,4,5/11/2005
2838,1210631,3,24/03/2005
2838,1236127,4,07/06/2005
2838,1251170,2,11/02/2005
2838,1252841,3,06/02/2005
2838,1272122,5,25/07/2005
2838,1283204,3,23/12/2004
2838,1283598,3,30/11/2004
2838,1288603,5,20/06/2005
2838,1312846,3,26/08/2005
2838,1315005,4,28/06/2005
2838,1340535,5,12/12/2004
2838,1344564,3,25/01/2005
2838,1349753,3,23/03/2005
2838,1358911,5,13/12/2005
2838,1374216,1,25/09/2005
2838,1398626,3,26/11/2005
2838,1401650,4,24/02/2005
2838,1403217,2,17/08/2005
2838,1445632,5,30/01/2005
2838,1461435,1,21/03/2005
2838,1476323,5,22/11/2004
2838,1479907,5,28/02/2005
2838,1507649,5,17/02/2005
2838,1515430,3,27/01/2005
2838,1563935,1,12/08/2005
2838,1576540,4,14/04/2005
2838,1581186,4,27/02/2005
2838,1581265,3,15/04/2005
2838,1623166,3,10/02/2005
2838,1632603,3,09/09/2005
2838,1636093,5,20/10/2005
2838,1664010,4,13/10/2005
2838,1666394,3,19/04/2005
2838,1743759,4,30/01/2005
2838,1759415,4,22/04/2005
2838,1783594,5,07/03/2005
2838,1784150,4,17/06/2005
2838,1785842,3,01/06/2005
2838,1793899,5,04/06/2005
2838,1803154,2,14/12/2004
2838,1806515,3,23/09/2005
2838,1807053,5,25/04/2005
2838,1824543,4,20/04/2005
2838,1828884,5,21/12/2004
2838,1832577,4,07/09/2005
2838,1838586,1,17/08/2005
2838,1875495,2,12/01/2005
2838,1878728,4,1/12/2005
2838,1888322,5,20/01/2005
2838,1903158,4,04/03/2005
2838,1922778,3,07/02/2005
2838,1959936,5,21/11/2005
2838,1980668,5,16/12/2004
2838,2019055,5,12/05/2005
2838,2059652,4,05/09/2005
2838,2072554,5,05/05/2005
2838,2103439,2,05/06/2005
2838,2118461,4,20/12/2005
2838,2147527,1,18/11/2005
2838,2212071,3,17/09/2005
2838,2225116,4,29/08/2005
2838,2226229,3,24/04/2005
2838,2231529,3,25/08/2005
2838,2244378,4,09/02/2005
2838,2265116,3,06/09/2005
2838,2271251,5,19/08/2005
2838,2314531,4,15/07/2005
2838,2345723,4,26/12/2004
2838,2375962,3,04/07/2005
2838,2385553,5,24/05/2005
2838,2418486,4,8/11/2005
2838,2422676,3,07/04/2005
2838,2431481,3,18/11/2004
2838,2439493,1,10/02/2005
2838,2468831,5,05/07/2005
2838,2532807,3,28/01/2005
2838,2556926,3,09/07/2005
2838,2557870,4,27/03/2005
2838,2567280,3,17/03/2005
2838,2592823,4,06/02/2005
2838,2596999,4,7/10/2005
2838,2606799,1,16/05/2005
2838,2625420,2,6/12/2004
2838,2640085,5,26/04/2005
2838,2648861,3,25/05/2005
5093,1333,4,18/05/2004
5093,3417,5,27/09/2005
5093,3718,4,09/02/2004
5093,4783,4,25/04/2003
5093,5225,4,07/07/2005
5093,6384,3,26/08/2003
5093,6460,5,7/10/2003
5093,6510,3,13/09/2004
5093,6689,4,20/02/2003
5093,10251,4,02/06/2004
5093,10996,2,28/11/2003
5093,14035,5,12/10/2005
5093,15420,2,29/03/2004
5093,16229,4,9/11/2005
5093,16272,4,13/02/2003
5093,16818,3,23/02/2004
5093,21296,4,04/09/2003
5093,21777,3,28/08/2003
5093,21983,4,19/04/2003
5093,22853,4,10/02/2004
5093,23174,5,07/03/2003
5093,24344,4,20/08/2004
5093,25049,4,17/05/2004
5093,27061,5,14/10/2004
5093,28995,4,30/06/2005
5093,29948,3,21/12/2003
5093,32555,2,15/12/2003
5093,32902,4,16/01/2004
5093,33849,4,11/07/2005
5093,35770,5,28/12/2004
5093,37939,2,11/07/2005
5093,38129,5,07/02/2005
5093,40112,4,16/03/2003
5093,41371,5,21/01/2004
5093,41947,3,4/10/2003
5093,44402,4,27/11/2005
5093,44783,3,22/11/2003
5093,44937,5,22/06/2004
5093,46086,4,31/03/2003
5093,46222,4,28/07/2004
5093,46360,5,17/09/2004
5093,46567,4,16/08/2005
5093,47512,4,01/07/2005
5093,47541,3,01/05/2003
5093,50123,3,13/08/2003
5093,51230,4,22/05/2005
5093,51413,4,10/11/2004
5093,52540,1,22/03/2003
5093,53663,3,08/02/2005
5093,53694,4,3/11/2004
5093,55296,4,08/05/2003
5093,57633,4,23/04/2003
5093,60973,4,17/08/2003
5093,61765,4,12/11/2005
5093,63593,1,05/06/2004
5093,63971,4,12/06/2003
5093,66230,3,09/04/2004
5093,66414,5,21/02/2004
5093,66852,3,18/01/2004
5093,67315,4,25/08/2003
5093,72148,5,17/03/2004
5093,74441,4,11/02/2004
5093,77266,2,06/03/2003
5093,78404,5,12/11/2003
5093,78684,3,30/12/2003
5093,78931,5,09/07/2003
5093,79160,4,11/07/2005
5093,81036,4,29/11/2004
5093,83278,4,02/07/2003
5093,86901,4,17/10/2004
5093,86987,2,27/07/2003
5093,87664,3,26/08/2003
5093,88263,5,10/05/2004
5093,89234,3,28/07/2003
5093,91245,4,26/01/2004
5093,100006,3,27/04/2005
5093,100029,5,18/09/2003
5093,101554,2,16/05/2003
5093,102859,5,05/04/2004
5093,104768,5,25/11/2003
5093,105322,2,27/12/2004
5093,106442,2,10/07/2003
5093,108052,4,22/03/2005
5093,109089,5,27/05/2003
5093,109124,4,12/03/2005
5093,111343,4,8/12/2004
5093,113694,4,12/06/2005
5093,114072,5,9/10/2005
5093,115108,3,04/03/2003
5093,115267,4,22/10/2003
5093,115498,3,16/07/2003
5093,117878,4,27/07/2004
5093,118694,3,30/07/2004
5093,120004,3,05/05/2004
5093,122302,5,27/09/2004
5093,125283,4,29/09/2005
5093,126083,3,08/03/2003
5093,126899,3,18/10/2004
5093,127911,2,01/01/2004
5093,130968,4,31/01/2005
5093,132691,4,12/03/2003
5093,133129,4,14/07/2003
5093,133322,4,20/04/2004
5093,134288,3,14/06/2003
5093,136160,3,20/11/2003
5093,137360,2,14/08/2005
5093,137602,3,14/02/2003
5093,138034,4,10/06/2003
5093,140284,4,27/09/2005
5093,148844,4,02/08/2005
5093,152441,4,03/04/2003
5093,152713,4,22/04/2005
5093,153249,4,24/06/2003
5093,154368,3,01/06/2005
5093,155159,1,21/03/2003
5093,156078,5,03/08/2004
5093,157701,4,28/08/2003
5093,161615,3,05/04/2004
5093,162303,5,05/08/2005
5093,162854,4,25/10/2004
5093,163515,4,22/10/2003
5093,164845,1,04/03/2005
5093,164942,5,25/09/2004
5093,165831,4,28/09/2003
5093,166100,4,17/12/2004
5093,167949,3,25/03/2003
5093,168829,5,11/11/2003
5093,168939,5,15/10/2003
5093,169126,5,23/10/2003
5093,170874,4,02/04/2004
5093,171881,5,24/10/2005
5093,173571,5,4/11/2004
5093,174107,4,7/11/2005
5093,175763,4,04/05/2004
5093,176054,1,17/12/2004
5093,176936,5,22/07/2003
5093,177615,4,3/10/2004
5093,177678,4,28/03/2005
5093,178511,2,10/12/2005
5093,179647,5,31/07/2003
5093,183215,4,15/08/2005
5093,184273,4,28/11/2003
5093,186973,5,29/12/2004
5093,187322,4,11/06/2003
5093,187834,3,24/12/2003
5093,188104,3,08/04/2004
5093,188416,3,27/01/2004
5093,188514,5,28/12/2003
5093,191450,5,29/03/2005
5093,191678,5,19/02/2004
5093,192539,4,22/09/2003
5093,195008,4,13/12/2005
5093,198000,4,28/09/2004
5093,199769,4,22/01/2004
5093,200177,4,17/04/2004
5093,201338,3,22/06/2004
5093,203011,5,14/02/2003
5093,203667,5,25/03/2003
5093,204104,5,16/12/2004
5093,204178,4,01/05/2005
5093,206809,5,05/03/2003
5093,206865,4,22/02/2004
5093,207781,4,19/04/2004
5093,209549,5,15/06/2004
5093,212591,4,04/03/2003
5093,212652,5,12/09/2003
5093,213486,4,30/04/2003
5093,213541,3,31/10/2004
5093,214166,3,9/10/2005
5093,214262,3,18/02/2004
5093,215406,5,18/02/2005
5093,216174,3,27/06/2005
5093,217658,4,26/07/2005
5093,219293,4,16/10/2004
5093,220024,5,22/03/2004
5093,222128,5,27/02/2005
5093,222897,4,26/03/2004
5093,223160,2,13/06/2005
5093,223334,4,21/05/2003
5093,223543,4,11/06/2003
5093,226609,5,18/06/2003
5093,230265,5,22/02/2005
5093,231338,3,14/02/2005
5093,231745,3,05/03/2004
5093,234141,2,13/03/2003
5093,235124,4,21/07/2003
5093,237824,3,20/05/2003
5093,238130,3,03/05/2004
5093,238740,3,29/08/2004
5093,243220,4,18/11/2003
5093,244062,3,24/11/2004
5093,244266,3,4/12/2003
5093,247940,4,29/08/2003
5093,248932,4,03/04/2005
5093,250002,2,08/04/2003
5093,250597,4,13/08/2005
5093,250836,3,08/09/2005
5093,251322,4,29/06/2005
5093,252818,4,09/02/2004
5093,253037,3,05/08/2005
5093,253394,5,25/04/2003
5093,253876,4,1/11/2005
5093,253900,5,15/10/2004
5093,254222,3,29/08/2004
5093,254465,4,16/12/2004
5093,254887,4,21/02/2003
5093,255120,3,26/07/2005
5093,256633,3,10/07/2003
5093,257250,4,25/02/2004
5093,257517,4,17/05/2004
5093,259796,3,07/04/2004
5093,262367,2,21/03/2005
5093,263213,3,24/01/2005
5093,271028,4,09/09/2003
5093,273047,2,13/10/2004
5093,273641,3,13/10/2003
5093,275639,4,04/06/2004
5093,277837,2,30/05/2005
5093,277990,4,26/11/2003
5093,282268,4,02/08/2005
5093,282522,3,18/06/2003
5093,282525,4,21/02/2003
5093,282736,4,20/09/2004
5093,283774,5,23/08/2003
5093,283935,3,24/05/2004
5093,285765,4,06/02/2004
5093,286684,3,31/01/2004
5093,288727,3,04/02/2004
5093,289419,5,22/11/2005
5093,289781,5,14/03/2005
5093,290951,4,24/02/2003
5093,294943,4,02/03/2004
5093,296193,4,17/11/2005
5093,297498,5,04/04/2005
5093,299857,3,05/04/2004
5093,300962,5,16/02/2003
5093,303270,2,23/06/2003
5093,305344,2,23/03/2003
5093,306495,4,12/07/2005
5093,306569,3,18/12/2003
5093,306622,5,13/04/2004
5093,307313,5,05/07/2005
5093,307427,2,04/03/2004
5093,308307,5,05/01/2004
5093,309333,4,16/10/2005
5093,309567,2,07/05/2003
